"EstablishmentCode","EstablishmentName","IsLibraryAvailable","AvailableBooksCount","IsFireExtgAvailable","ExtinguisherCount","HOIRoomAvailable","IsStaffRoomAvailable","NoofStaffRoom","IsLockerForStaffAvailable","IsSportsStoreRoomAvailable"
"S0127","PACHEY-SAMSING GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0244","PADAMCHEY GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","5","Available","Not Available","0","Not Available","Not Available"
"S0851","PADMA KUMARI PUBLIC SCHOOL, DUGA","Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0875","PADMA NAREN MEORIAL SCHOOL, SINGTAM","Not Available","0","Available","2","Not Available","Available","1","Not Available","Available"
"S0960","PADMA ODZER CHOELING, CHOGAY TAR","Available","3540","Available","3","Available","Available","2","Available","Available"
"S0435","PAKCHEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"C1342","PAKIM PALATINE COLLEGE","Available","1000","Available","0","Available","Available","0","Available","Available"
"S0663","PAKJER GOVERNMENT PRIMARY SCHOOL","Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0272","PAKKIGAON GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","0","Available","Available","1","Not Available","Not Available"
"S0044","PAKSHEK GOVERNMENT JUNIOR HIGH SCHOOL","Available","50","Available","3","Available","Available","1","Not Available","Not Available"
"S0683","PAKSOM GOVERNMENT JUNIOR HIGH SCHOOL","Available","100","Available","0","Not Available","Available","1","Not Available","Available"
"S0088","PAKYONG GOVERNMENT JUNIOR HIGH SCHOOL","Available","200","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0938","PALDEN KHANGSAR SCHOOL, ARITHANG","Available","0","Available","1","Available","Available","1","Available","Available"
"S0974","PALKHANG ACADEMY, NAMNANG","Available","0","Available","2","Available","Available","1","Available","Available"
"S0547","PALLUM GOVERNMENT PRIMARY SCHOOL(SSA)","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0929","PALZOR NAMGYAL GIRLS SCHOOL, GANGTOK","Available","5000","Not Available","0","Available","Available","3","Not Available","Available"
"S0550","PAMPHOK GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S1101","PANCHAKANYA ENGLISH SCHOOL, SORENG","Available","0","Available","1","Available","Available","1","Not Available","Available"
"S0770","PANCHGHAREY GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S0250","PANGTHANG GOVERNMENT JUNIOR HIGH SCHOOL","Available","413","Available","2","Not Available","Available","1","Available","Not Available"
"S0261","PANGTHANG SAP GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0896","PARADISE ACADEMY, LINGDOK","Not Available","0","Available","3","Not Available","Available","1","Not Available","Not Available"
"S0089","PARAKHA GOVERNMENT JUNIOR HIGH SCHOOL","Available","150","Available","4","Not Available","Not Available","0","Not Available","Not Available"
"S1005","PARAMOUNT ENGLISH SCHOOL, TEMI DARAGAON","Available","0","Not Available","0","Not Available","Available","0","Available","Available"
"S0737","PARENGAON GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S1390","PARSURAM MEMORIAL ACADEMY","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0662","PASSI GOVERNMENT JUNIOR HIGH SCHOOL","Available","20","Available","4","Available","Available","1","Not Available","Not Available"
"S0023","PASSINGDANG GOVERNMENT SECONDARY SCHOOL","Available","0","Available","6","Available","Available","1","Not Available","Not Available"
"S0149","PASTING GOVERNMENT PRIMARY SCHOOL","Available","10","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0644","PATHING GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0096","PATUK CHANDEY GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0093","PATUK KOKALEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0058","PEGONG GOVERNMENT PRIMARY SCHOOL","Available","30","Available","5","Available","Available","1","Not Available","Not Available"
"S0273","PELLING CHUMPONG GOVERNMENT JUNIOR HIGH SCHOOL","Available","162","Available","2","Available","Available","1","Not Available","Not Available"
"S0580","PELLING GOVERNMENT SENIOR SECONDARY SCHOOL","Available","1500","Available","5","Available","Available","2","Not Available","Not Available"
"S1019","PEMA SAMPHEL ACADEMY, RALONG","Available","0","Available","1","Not Available","Available","1","Not Available","Available"
"S1482","PEMA TSEL ACADEMY(PHADAMCHEN)","Available","120","Available","1","Available","Available","1","Not Available","Not Available"
"S0515","PENLONG GOVERNMENT SECONDARY SCHOOL","Available","500","Available","4","Available","Available","1","Not Available","Not Available"
"S0068","PENTONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Available","Available","1","Not Available","Not Available"
"S0228","PERBING GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0690","PERBING GOVERNMENT SENIOR SECONDARY SCHOOL","Not Available","0","Available","5","Not Available","Available","1","Not Available","Not Available"
"S0450","PERBING KHOP GOVERNMENT PRIMARY SCHOOL","Available","10","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0316","PEWTHANG GOVERNMENT PRIMARY SCHOOL","Available","50","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0121","PHADAMCHEN GOVERNMENT SECONDARY SCHOOL","Available","220","Available","5","Available","Available","1","Not Available","Not Available"
"S0469","PHALAICHADARA GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0425","PHALIDARA GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","0","Available","Available","1","Not Available","Not Available"
"S0543","PHAMTAM GOVERNMENT JUNIOR HIGH SCHOOL","Available","90","Available","0","Available","Available","1","Not Available","Not Available"
"S0005","PHAMTAM GOVERNMENT JUNIOR HIGH SCHOOL","Available","203","Available","1","Available","Available","1","Not Available","Not Available"
"S0667","PHAMTAM MAKERJUNG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0072","PHEEDANG GOVERNMENT PRIMARY SCHOOL","Available","31","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0001","PHENSONG GOVERNMENT SECONDARY SCHOOL","Available","0","Available","4","Available","Available","2","Not Available","Available"
"S0230","PHENZONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0113","PHERI GOVERNMENT PRIMARY SCHOOL","Available","5","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0003","PHODONG GOVERNMENT SENIOR SECONDARY SCHOOL","Available","558","Available","7","Available","Available","1","Not Available","Available"
"S0074","PHODONG GUMPA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","0","Available","Not Available","0","Not Available","Not Available"
"S0600","PHONG GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","0","Not Available","Available","1","Not Available","Not Available"
"S1049","PHULMOTI MEMORIAL UNIVERSAL SMART ACADEMY, BANDUKEY","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Available"
"S0284","PHUNCHEBONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S1078","PIONEER ACADEMY","Available","180","Available","2","Not Available","Available","1","Not Available","Available"
"S1074","PIONEER ACADEMY, SAKYONG","Available","150","Not Available","0","Not Available","Not Available","0","Not Available","Available"
"S0930","PIONEER PREPARATORY SCHOOL, KAIYATHANG","Available","50","Available","1","Not Available","Not Available","0","Not Available","Not Available"
"S0279","PIPALAY GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","5","Not Available","Not Available","0","Not Available","Not Available"
"S0746","PIUREYTAR GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0993","PLAY AND LEARN PRIMARY SCHOOL, MANGAN","Not Available","0","Available","1","Not Available","Not Available","0","Not Available","Available"
"S1050","POLE STAR ENGLISH SCHOOL, HEE BAZAR","Available","88","Available","2","Not Available","Not Available","0","Not Available","Available"
"S0597","POLITAM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0098","POSAKEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S1389","PRASANSHA ACADEMY","Not Available","0","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0822","PRASHANTI VIDHYAGIRI, JORETHANG","Available","500","Available","2","Available","Available","1","Not Available","Available"
"S1479","PRATAP INTERNATIONAL SCHOOL, Tikpur","Not Available","0","Not Available","0","Available","Available","1","Not Available","Available"
"S1481","PRATIVA ACADEMY ENGLISH SCHOOL, LOWER MANEYDARA JHOLUNGAY","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0814","PRATIVA ACADEMY, CHHALAMTHANG","Available","150","Available","1","Not Available","Available","1","Available","Not Available"
"S0698","PURANO NAMCHI GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0859","PUSPANJALI VIDHYALAYA, MAMRING","Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0881","PUSPANJALI VIDYALAYA , PAKYONG","Available","1200","Available","4","Available","Available","1","Available","Available"
"S0168","RABDANG CHOTANG GOVERNMENT PRIMARY SCHOOL","Available","13","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0602","RABIKHOLA GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0387","RABITAR GOVERNMENT JUNIOR HIGH SCHOOL","Available","120","Available","2","Not Available","Available","1","Not Available","Not Available"
"S1087","RADIANT ACADEMY , SORENG","Available","0","Available","0","Not Available","Available","1","Available","Available"
"S0869","RADIANT STAR ACADEMY, SINGTAM","Available","800","Available","2","Available","Available","1","Available","Available"
"S0379","RADU GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S1421","RAGHUNANDA SAPKOTA MEMORIAL SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0117","RAIGOAN GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0917","RAINBOW ACADEMY, ROLEP","Available","300","Not Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0885","RAINBOW PRIMARY SCHOOL, LINGDOK","Available","250","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0462","RAKDONG SOKPAY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0463","RAKDONG TINTEK GOVERNMENT JUNIOR HIGH SCHOOL","Available","150","Available","4","Available","Available","1","Not Available","Not Available"
"S0061","RALACK GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Not Available","Available","1","Not Available","Available"
"S0416","RALANG LINGDING GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0204","RALAP GOVERNMENT SECONDARY SCHOOL","Not Available","0","Available","5","Available","Available","1","Not Available","Available"
"S0477","RALEY GOVERNMENT JUNIOR HIGH SCHOOL","Available","700","Available","4","Available","Available","1","Not Available","Not Available"
"S0671","RALONG LUNGSING GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Available"
"S0414","RALONG RANGCHANG GOVERNMENT SECONDARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Available"
"S0395","RAMABONG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","0","Available","Available","1","Not Available","Not Available"
"S1216","RAMAM HIDDEN VALLEY ACADEMY, BUDANG","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0733","RAMIDHAM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S0292","RAMITEY GOVERNMENT PRIMARY SCHOOL","Available","30","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0042","RAMOM GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","1","Available","Available","1","Not Available","Not Available"
"S0059","RAMTHANG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Not Available","0","Not Available","Not Available"
"S0057","RANG RANG GOVERNMENT JUNIOR HIGH SCHOOL","Not Available","0","Not Available","0","Available","Not Available","0","Not Available","Not Available"
"S0576","RANGANG GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Not Available","0","Not Available","Not Available"
"S0331","RANGIT GOVERNMENT PRIMARY SCHOOL","Not Available","0","Not Available","0","Available","Available","1","Not Available","Not Available"
"S0242","RANGPO BAZAR GOVERNMENT JUNIOR HIGH SCHOOL","Available","0","Available","4","Available","Available","1","Not Available","Not Available"
"S0198","RANGPO GOVERNMENT SENIOR SECONDARY SCHOOL","Available","500","Available","6","Available","Available","1","Available","Not Available"
"S0183","RANKA GOVERNMENT SENIOR SECONDARY SCHOOL","Available","800","Available","5","Available","Available","1","Not Available","Not Available"
"S0223","RANKA RAI GAON GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Not Available","Available","1","Not Available","Not Available"
"S0637","RANKEY GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","2","Available","Available","1","Not Available","Not Available"
"S1028","RAPHJORE ACADEMY, RINCHENPONG","Not Available","0","Available","1","Not Available","Available","1","Not Available","Not Available"
"S0075","RARICK GOVERNMENT PRIMARY SCHOOL","Not Available","0","Available","0","Not Available","Not Available","0","Not Available","Not Available"
"S0655","RATEYPANI GOVERNMENT SENIOR SECONDARY SCHOOL","Not Available","0","Available","4","Available","Available","1","Not Available","Not Available"
"S0668","RAYOUNG GOVERNMENT JUNIOR HIGH SCHOOL","Available","10","Available","0","Not Available","Available","1","Not Available","Not Available"
